index, sex, mstatus, age, children, occupation, education, income, avbal, avtrans,
4289,M,married,38.47,0,IT,postgrad,4610.55,29006.54,3011.57,
4290,M,married,54.84,1,government,tertiary,3585.19,20041.49,1462.12,
4291,F,single,24.83,0,finance,tertiary,6312.26,24366.68,2018.94,
4292,F,single,27.28,0,manuf,postgrad,7533.84,42840.64,1749.71,
4293,F,single,27.66,0,IT,secondary,995.4,16434.5,1262.81,
4294,M,single,25.37,0,government,professional,15598.67,5333.96,6585.87,
4295,F,single,27.79,0,government,secondary,3666.29,13992.35,983.71,
4296,M,single,18.81,0,government,tertiary,4151.96,19361.66,1675.92,
4297,M,divorced,60.32,0,finance,tertiary,7770.55,31746.18,625.97,
4298,F,divorced,44.94,0,manuf,secondary,1119.12,15780.92,413.43,
4299,F,married,51.58,2,manuf,secondary,629.92,21814.21,322.45,
4300,M,widowed,60.79,1,finance,tertiary,9468.29,36314.35,1077.12,
4301,M,single,27.47,0,manuf,tertiary,2373.4,9482.19,1578.98,
4302,F,married,20.36,3,construct,secondary,2373.4,9482.19,1578.98,
4303,M,widowed,60.06,2,construct,tertiary,2373.4,9482.19,1578.98,
4304,F,married,66.64,2,retired,secondary,1932.82,7845.3,892.74,
4305,F,married,52.06,0,manuf,tertiary,7147.95,21558.21,682,
4306,F,divorced,39.67,0,finance,secondary,1360.45,23562.79,705.96,
4307,F,married,40.04,0,IT,secondary,3376.03,11508.45,1204.69,
4308,F,married,30.52,1,government,postgrad,7459.23,30164.99,1150.23,
4309,F,single,26.38,0,finance,tertiary,7162.38,31829.06,2800.99,
4310,F,married,69.81,2,retired,secondary,2033.09,8021.82,889,
4311,F,single,46.99,0,government,tertiary,4336.2,3474.46,1500.11,
4312,M,married,39.93,2,finance,secondary,3413.19,16568.69,1346.71,
4313,M,divorced,67.18,0,retired,postgrad,4218.52,19975.46,1298.43,
4314,M,single,42.53,0,IT,secondary,584.51,16118.09,2043.15,
4315,M,married,40.2,2,finance,tertiary,6436.18,37930.21,1741.46,
4316,F,widowed,52.38,0,medicine,professional,12146.98,51603.05,6051.05,
4317,F,married,44.96,2,government,secondary,4120.89,12177.06,1147.82,
4318,F,divorced,43.58,1,education,postgrad,7451.06,24927.64,2027.47,
4319,F,married,45.84,1,government,tertiary,7649.88,34605.84,1954.4,
4320,M,divorced,61.74,0,government,postgrad,9472.16,35611.18,2255.05,
4321,F,married,56.66,2,government,professional,13094.78,41577.53,4142.19,
4322,F,single,28.35,0,construct,secondary,13094.78,41577.53,4142.19,
4323,F,single,45.74,0,manuf,postgrad,7790.7,36334.77,1766.02,
4324,F,married,37.25,2,legal,secondary,2846.08,33184.85,1632.77,
4325,F,married,49.65,2,manuf,secondary,3035.64,18242.22,490.67,
4326,F,married,51.97,1,finance,secondary,2500.66,14406.15,1020.25,
4327,F,single,45.63,0,manuf,secondary,1943.78,12782.93,1073.95,
4328,M,married,39.6,0,education,tertiary,3502.13,6318.54,991.31,
4329,M,widowed,63.73,1,government,tertiary,4288.83,39766.25,1488.18,
4330,F,single,19.08,0,education,tertiary,4716.94,17217.57,1017.81,
4331,M,married,33.64,2,finance,postgrad,9433.36,45688.75,2996.81,
4332,F,married,28.99,1,government,postgrad,11582.43,29725.7,1581.51,
4333,F,divorced,56.67,1,finance,professional,12142.61,37509.5,4498.08,
4334,F,married,52.23,1,finance,secondary,900.33,11978.72,1321.82,
4335,M,married,23.46,2,construct,secondary,900.33,11978.72,1321.82,
4336,M,single,46.4,0,construct,professional,900.33,11978.72,1321.82,
4337,M,single,28.37,0,government,postgrad,6909.91,26373.73,3477.02,
4338,M,married,59.78,1,government,secondary,2670.71,11764.54,849.8,
4339,F,divorced,47.54,2,government,postgrad,8274.57,25675.46,2584.34,
4340,F,single,28.27,0,finance,secondary,2627.09,16646.92,1171.29,
4341,M,married,50.86,0,government,postgrad,13078.72,32612.6,2628.4,
4342,F,divorced,50.38,1,IT,secondary,1765.67,6794.59,424.39,
4343,M,single,41.82,0,construct,tertiary,1765.67,6794.59,424.39,
4344,M,divorced,27.54,2,education,secondary,2217.18,11696.08,30.86,
4345,F,divorced,34.92,1,manuf,secondary,848.53,18937.55,828.13,
4346,M,married,62.5,3,government,secondary,1840.47,20859.56,1211.97,
4347,M,divorced,45.45,1,government,professional,16371.79,16035.75,6875.13,
4348,M,single,41.71,0,finance,tertiary,5923.15,22843.33,2553.68,
4349,F,single,40.86,0,IT,secondary,1614.59,9259.31,763.3,
4350,M,single,18.08,0,finance,postgrad,5897.78,29939.58,2598.58,
4351,F,single,27.98,0,manuf,postgrad,11341.44,19106.53,2524.17,
4352,M,married,56.48,0,finance,tertiary,6783.18,24415.39,1914.91,
4353,M,divorced,53.35,2,manuf,secondary,2056.57,10759.07,628.79,
4354,F,married,40.22,2,education,postgrad,8651.54,17861.75,2713.24,
4355,F,divorced,63.85,1,IT,secondary,2157.97,6481.14,1308.94,
4356,F,single,29.96,0,education,secondary,808.59,15212.98,610.03,
4357,F,single,37.96,0,construct,postgrad,808.59,15212.98,610.03,
4358,M,single,29.59,0,education,postgrad,5092.8,26040.06,1843.27,
4359,F,widowed,61.89,0,IT,postgrad,5105.01,40832.43,2820.86,
4360,M,single,33.63,0,manuf,secondary,2501.53,13893.49,311.55,
4361,M,married,62.92,0,legal,secondary,3019.82,14413.32,1943.71,
4362,F,single,23.67,0,IT,postgrad,12855.17,25942.45,2923.11,
4363,M,single,25.45,0,education,postgrad,6627.49,24567.6,2002.76,
4364,M,married,40.24,1,government,secondary,1765.29,19167.67,849.43,
4365,F,divorced,49.99,2,finance,tertiary,2820.63,22432,748.33,
4366,F,married,64.89,1,construct,tertiary,2820.63,22432,748.33,
4367,F,divorced,50.59,2,medicine,secondary,1316.82,24859.13,1870.78,
4368,M,single,28.34,0,finance,tertiary,5606.32,20161.65,2020.67,
4369,M,married,27.61,2,construct,tertiary,5606.32,20161.65,2020.67,
4370,F,married,39.87,3,manuf,tertiary,5941.33,23985.64,1361.57,
4371,F,widowed,59.52,0,finance,professional,10900.87,36457.1,7134.18,
4372,F,married,53.54,0,government,professional,7970.71,30123.86,4130.98,
4373,M,single,24.24,0,finance,tertiary,6282.6,36887.85,848.69,
4374,M,divorced,48.79,3,government,tertiary,5172.12,3091.04,1690.54,
4375,F,married,40,1,legal,postgrad,11305.01,39932.97,4019.18,
4376,F,divorced,47.16,0,medicine,tertiary,6996.6,15272.91,1554.54,
4377,M,married,50.34,3,manuf,postgrad,5695.47,24829.46,3169.08,
4378,M,married,33.57,2,medicine,postgrad,12722.66,50478.31,2705.25,
4379,M,divorced,44.87,0,legal,tertiary,10037.62,24437.84,2658.92,
4380,F,single,22.78,0,government,tertiary,3282.57,20189.7,750.25,
4381,M,divorced,48.14,4,manuf,secondary,3559.54,20482.14,638.56,
4382,M,married,67.19,1,retired,postgrad,5009.12,34944.98,1442.54,
4383,F,married,40.26,2,manuf,tertiary,4615.42,24099.57,1496.82,
4384,M,divorced,46.82,3,manuf,tertiary,4328.67,35523.9,928.8,
4385,F,married,40.45,1,IT,tertiary,3351.11,22423.35,1889.29,
4386,F,married,34.62,2,government,professional,10998.48,30015.78,6580.2,
4387,M,single,22.52,0,government,postgrad,7538.81,24988.51,3610.21,
4388,M,single,43.44,0,construct,tertiary,7538.81,24988.51,3610.21,
4389,F,single,26.75,0,finance,tertiary,4235.67,36480.94,2008.87,
4390,F,married,41.62,3,construct,tertiary,4235.67,36480.94,2008.87,
4391,M,married,38.74,0,construct,tertiary,4235.67,36480.94,2008.87,
4392,F,married,32.97,1,IT,secondary,2349.11,21257.88,700.84,
4393,F,single,23.08,0,manuf,tertiary,6521.89,4173.3,1038.78,
4394,F,married,47.43,1,government,tertiary,2772.37,17504.14,1545.83,
4395,M,single,25.41,0,government,tertiary,4999.15,21206.52,1500.02,
4396,M,married,64.67,2,medicine,secondary,572.21,17932.61,2122.91,
4397,F,married,38.93,0,government,postgrad,6027.56,11874.22,2755.69,
4398,M,single,33.08,0,education,postgrad,3001.31,25338.98,2374.12,
4399,F,married,34.33,2,government,secondary,2599.19,12157.81,1135.89,
4400,F,widowed,51.37,1,medicine,postgrad,7041.01,23001.04,2552.15,
4401,F,single,22.96,0,government,secondary,2487.1,13272.62,460.01,
4402,M,married,43.25,1,government,tertiary,4289.56,1286.49,1415.38,
4403,M,married,41.42,3,manuf,tertiary,6948.1,19978.25,900.07,
4404,F,single,25.19,0,government,secondary,2439.06,7808.31,790.11,
4405,F,divorced,44.55,3,manuf,tertiary,2152.74,37014.02,1318.77,
4406,M,single,18.67,0,government,tertiary,7646.33,10544.23,1250.22,
4407,F,married,48.48,0,IT,postgrad,6540.47,30143.86,2875.16,
4408,F,widowed,47.16,2,construct,tertiary,6540.47,30143.86,2875.16,
4409,F,married,67.22,0,retired,postgrad,3997.78,34562.73,1287.52,
4410,M,divorced,42.11,0,manuf,tertiary,5153.21,37009.58,2435.95,
4411,M,married,39.46,0,IT,postgrad,8197.13,31744.3,4482.19,
4412,F,single,30.69,0,IT,tertiary,4416.59,29200.81,2748.44,
4413,F,married,38.62,2,manuf,postgrad,8538.74,12931.41,2517.95,
4414,M,married,37.24,2,finance,tertiary,9934.74,23748.84,411.86,
4415,M,married,56.46,0,manuf,tertiary,2129.69,5483.81,1176.29,
4416,M,married,55.95,2,manuf,tertiary,5267.1,19734.09,2384.36,
4417,M,single,39.74,0,medicine,secondary,1776.05,23629.14,1904.24,
4418,F,divorced,33.48,0,education,tertiary,3532.92,19972.49,895.21,
4419,F,married,38.62,2,legal,secondary,2461.96,33127.71,1802.65,
4420,M,married,38.17,1,manuf,professional,9833.35,26709.37,5828.29,
4421,M,married,32.2,2,manuf,secondary,3754.48,13382.74,800.47,
4422,M,widowed,57.31,0,education,secondary,1275.95,4926.45,694.84,
4423,F,married,35.32,0,government,secondary,628.65,2232.27,858.39,
4424,F,divorced,32.23,3,IT,secondary,1717.13,17941.92,503.71,
4425,F,married,29.86,3,manuf,postgrad,9030.04,9827.37,1991.14,
4426,M,married,37.03,2,construct,secondary,9030.04,9827.37,1991.14,
4427,F,divorced,26.39,1,medicine,tertiary,6887.02,27238.49,2437.36,
4428,F,single,31.53,0,manuf,tertiary,5117.11,21576.97,1513.72,
4429,M,married,46.6,2,manuf,tertiary,5033.48,34620.2,1975.45,
4430,M,married,56.96,2,finance,postgrad,6529.1,29028.94,2914.67,
4431,M,divorced,40.62,2,IT,tertiary,5974.44,12111.39,619.77,
4432,F,divorced,46.8,0,construct,postgrad,5974.44,12111.39,619.77,
4433,F,married,40.08,3,government,professional,7410.18,23741.1,3813.56,
4434,M,single,27.38,0,finance,secondary,1264.55,22075.73,1156.6,
4435,M,single,35.74,0,construct,tertiary,1264.55,22075.73,1156.6,
4436,F,married,34.67,0,government,secondary,2985.02,18690.66,1337.96,
4437,F,single,44.25,0,education,postgrad,3947.47,33399.6,1406.79,
4438,F,single,33.32,0,IT,secondary,1773.98,13854.48,2124.46,
4439,F,single,28.01,0,government,secondary,861.57,12408.46,302.61,
4440,M,single,27.97,0,manuf,postgrad,9475.5,7552.2,2814.74,
4441,F,married,38.05,3,manuf,professional,11081.84,30252.55,4488.46,
4442,F,single,33.76,0,government,secondary,2096.58,11472.53,522.26,
4443,F,divorced,38.42,1,government,tertiary,6957.38,25648.4,2285.34,
4444,F,single,28.26,0,IT,professional,10722.52,20119.3,2674.58,
4445,M,single,27.88,0,education,postgrad,7067.2,38337.98,2642.39,
4446,F,married,43.13,3,IT,tertiary,7946.07,13981.32,2105.18,
4447,F,married,37.96,1,medicine,tertiary,8183.42,36988.39,2913.81,
4448,F,married,48.05,1,manuf,secondary,3554.48,12274.92,1228.43,
4449,M,single,20.1,0,education,tertiary,4671.97,24856.08,1660.34,
4450,M,single,41.85,0,IT,secondary,1378.08,7649.2,1585.66,
4451,M,widowed,44.15,2,education,postgrad,7795.21,22878.5,2019.21,
4452,F,married,29.51,1,government,secondary,1203.22,16186.13,515.43,
4453,F,divorced,41.42,3,manuf,postgrad,8514.33,17741.9,3620.31,
4454,F,single,25.18,0,government,tertiary,3298.12,25683.71,2364.58,
4455,F,married,40.08,2,manuf,secondary,4221.77,7507.26,205.97,
4456,M,single,27.8,0,finance,postgrad,8985.78,29468.74,1093.51,
4457,F,married,27.79,1,IT,secondary,1535.96,8606.01,882.9,
4458,M,married,39.08,2,education,postgrad,4850.86,22881.29,1989.32,
4459,M,single,20.28,0,government,postgrad,4770.78,24436.57,2983.04,
4460,F,single,20.73,0,government,secondary,1876.96,10410.44,1342.4,
4461,F,married,29.46,1,manuf,tertiary,4331.28,26172.79,690.18,
4462,F,married,25.93,1,IT,secondary,2184.24,13985.45,502.08,
4463,M,single,44.71,0,government,secondary,2479.05,6780.49,864.71,
4464,F,divorced,45,1,government,professional,12667.14,29986.89,6333.6,
4465,F,widowed,65.05,1,retired,secondary,1084.32,8227.77,1388.62,
4466,M,married,58.56,1,finance,tertiary,7310.74,32070.65,3574.91,
4467,M,single,40.63,0,finance,secondary,628.24,12226.85,2108.24,
4468,F,single,29.15,0,construct,tertiary,628.24,12226.85,2108.24,
4469,F,married,43.26,0,manuf,professional,7236.62,29804.87,4687.41,
4470,M,divorced,68.84,2,retired,tertiary,3334.22,4700.04,1648.33,
4471,M,single,28,0,government,tertiary,5032.71,36737.85,910.12,
4472,F,single,36.93,0,government,postgrad,6732.63,14472.55,2097.71,
4473,M,married,63.46,0,legal,professional,10210.98,59923.05,4616.83,
4474,F,single,29.93,0,manuf,secondary,2435.36,12398.67,879.33,
4475,F,married,22.74,1,manuf,tertiary,6040.86,3834.17,1556.03,
4476,F,divorced,25.19,0,manuf,postgrad,5315.27,30315.04,2510.32,
4477,F,divorced,32.57,2,government,tertiary,5463.58,19094.06,1525.04,
4478,F,married,54.1,1,education,secondary,1964.69,3686.71,604.45,
4479,M,divorced,43.8,3,government,tertiary,4255.63,38955.5,1499.89,
4480,F,married,32.99,0,education,postgrad,5069.22,27906.46,2270.46,
4481,M,married,27.87,2,legal,postgrad,12721.62,34393.84,4907.25,
4482,M,married,39.46,2,construct,secondary,12721.62,34393.84,4907.25,
4483,M,single,21.91,0,education,secondary,2387.47,14621.39,815.87,
4484,F,divorced,71.51,3,retired,tertiary,3172.6,5533.96,1098.61,
4485,M,divorced,45.19,2,manuf,professional,11811.24,46763.7,3980.04,
4486,M,married,60.11,1,IT,professional,13760.82,10130.93,4973.63,
4487,M,single,21.82,0,legal,secondary,5461.61,29025.14,1954.82,
4488,F,married,41.86,2,finance,tertiary,4510.05,13743.12,2023.26,
4489,M,married,56.18,1,finance,secondary,1576.96,20005.14,1693.57,
4490,F,married,43.89,0,legal,tertiary,8689.86,24785.34,2053.28,
4491,F,married,67.67,3,retired,secondary,1155.99,4246.66,671.94,
4492,F,divorced,56.73,0,manuf,secondary,1392.46,4329.75,692.29,
4493,M,single,24.68,0,construct,secondary,1392.46,4329.75,692.29,
4494,F,single,21.58,0,IT,postgrad,13463.49,29991,1167.45,
4495,F,divorced,45.24,2,education,postgrad,4758.41,18512.56,2004.83,
4496,M,single,39.37,0,IT,professional,13646.74,20039.57,5019.29,
4497,M,single,28.04,0,IT,secondary,1171.5,16074.79,828.72,
4498,M,divorced,26.99,1,finance,postgrad,11344,43173.66,2605.7,
4499,F,married,37.15,1,legal,professional,12015.65,62294.54,6927.56,
4500,M,widowed,81.61,0,retired,tertiary,3512.14,25396.26,639.28,
4501,F,single,35.33,0,government,postgrad,7784.98,20147.08,2634.88,
4502,F,divorced,46.36,0,finance,professional,9313.45,54613.54,4011.13,
4503,F,single,29.62,0,government,secondary,2163.39,11886.35,791.8,
4504,F,widowed,63.11,1,manuf,secondary,2006.43,13260,800.55,
4505,F,married,23.22,2,medicine,postgrad,8426.59,27225.02,2325.2,
4506,F,married,65.73,1,retired,tertiary,4196.66,6455.25,1000.72,
4507,F,single,36.92,0,government,tertiary,5663.7,31521.22,1788.94,
4508,F,married,45.74,2,IT,postgrad,14929.95,42640.21,2966.08,
4509,F,married,31.21,0,education,secondary,834.53,7073.94,1180.84,
4510,F,widowed,63.57,1,finance,tertiary,7916.88,35313.39,1999.65,
4511,M,divorced,46.99,1,manuf,secondary,2293.56,11991.82,868.82,
4512,F,divorced,45.88,1,medicine,postgrad,8871.62,40317.65,4062.03,
4513,M,single,43.86,0,construct,secondary,8871.62,40317.65,4062.03,
4514,F,single,26.74,0,government,postgrad,8000,22225.24,1489.59,
4515,F,married,36.78,4,medicine,tertiary,6219.13,28646.75,1527.13,
4516,F,married,32.76,2,finance,secondary,1807.32,15136.25,1050.06,
4517,F,widowed,59.7,2,government,secondary,4417.94,12266.55,755.01,
4518,F,single,25.1,0,finance,professional,13585.81,16589.09,5011.96,
4519,M,married,55.49,0,manuf,postgrad,6844.65,40705.57,3687.87,
4520,F,married,52.75,3,manuf,tertiary,4970.56,24557.44,1682.57,
4521,M,divorced,43.12,3,manuf,tertiary,2740.91,21091.64,2346.73,
4522,M,single,36.59,0,manuf,tertiary,5305.91,38276.09,1500,
4523,F,married,34.06,1,government,tertiary,4387.86,18689.84,1940.07,
4524,M,divorced,43.16,0,manuf,tertiary,7936.93,13424.55,1478.63,
4525,F,divorced,56.81,3,finance,secondary,2590.53,18853.41,962.55,
4526,M,divorced,72.13,0,retired,tertiary,3508.18,9216.11,382.29,
4527,F,single,27.92,0,IT,tertiary,5132.25,33616.61,1586.14,
4528,F,single,33.29,0,manuf,tertiary,6159.06,26157.7,1398.84,
4529,F,single,31.66,0,finance,tertiary,7762.84,19485.41,2181.28,
4530,M,divorced,37.55,2,construct,secondary,7762.84,19485.41,2181.28,
4531,M,married,35.2,1,finance,secondary,2440.86,24908.12,352.6,
4532,F,married,35.78,0,medicine,tertiary,8629.33,29549.86,1034.47,
4533,F,married,40.33,0,government,professional,9480.79,36226.63,6623.4,
4534,F,single,28.7,0,education,secondary,2844.93,21889.5,581.5,
4535,M,single,30.95,0,manuf,secondary,2542.21,3995.83,871.89,
4536,M,widowed,71.21,3,retired,tertiary,3839.16,14998.69,1264.65,
4537,F,married,38.99,1,government,professional,7332.76,37219.85,4390.32,
4538,F,married,56.56,1,manuf,secondary,2507.43,9260.45,226.96,
4539,M,married,44.37,1,government,secondary,1672.98,10719.61,920.22,
4540,M,single,33.17,0,legal,secondary,2745.64,21890.99,1802.15,
4541,M,divorced,48.48,3,education,tertiary,1966.77,23989.99,1186.02,
4542,F,single,33.94,0,medicine,professional,6384.55,46905.83,3106.09,
4543,F,widowed,50.72,3,legal,tertiary,2626.01,31259.03,2005.16,
4544,F,single,20.69,0,construct,secondary,2626.01,31259.03,2005.16,
4545,F,married,25.65,0,manuf,secondary,2275.54,18526.75,754.33,
4546,F,widowed,57.24,1,legal,tertiary,3393.04,43602.52,2587.34,
4547,F,married,37.95,1,manuf,secondary,905.01,3610.97,1079.27,
4548,F,single,27.6,0,legal,tertiary,6849.62,43322.52,3039.13,
4549,M,married,40.23,1,IT,tertiary,5812.17,30939.01,3122.56,
4550,F,divorced,30.79,0,education,tertiary,1911.64,33360.19,1519.73,
4551,F,widowed,57.63,1,education,postgrad,8880.99,42046.99,1955.44,
4552,F,divorced,33.13,2,education,secondary,908.52,12159.77,421.03,
4553,M,married,39.99,1,IT,postgrad,9519.38,41999.3,2880.04,
4554,M,divorced,54.96,2,IT,tertiary,5339.79,23728.38,2367.66,
4555,F,single,28,0,government,professional,10135.15,30094.85,1436.37,
4556,M,widowed,45.38,3,construct,professional,10135.15,30094.85,1436.37,
4557,F,divorced,66.16,4,retired,secondary,1615.15,11226.29,526.66,
4558,M,married,31.96,2,manuf,tertiary,5800.28,30750.91,1703.91,
4559,F,single,27.33,0,finance,tertiary,4871.93,25913.4,2016.26,
4560,M,married,37.32,0,medicine,secondary,2014.83,19378.84,1860.56,
4561,F,married,22.08,0,IT,tertiary,6179.91,17259.55,3496.08,
4562,M,widowed,54.35,1,government,professional,9411.4,39383.52,1139.03,
4563,M,divorced,28.84,2,education,postgrad,6807.08,12184.88,1993.54,
4564,M,divorced,28.96,1,medicine,tertiary,6957.45,36603.04,3244.2,
4565,M,single,45.31,0,medicine,secondary,2531.21,28548.96,1105.02,
4566,F,married,61.9,0,IT,tertiary,9054.83,16987.88,1834.08,
4567,M,widowed,58.86,2,medicine,tertiary,2708.44,30142.38,2624.95,
4568,F,married,30.97,2,education,tertiary,4574.15,4092.53,211.6,
4569,F,married,29.78,0,medicine,tertiary,7002.89,29994.37,2499.72,
4570,M,married,26.99,0,education,professional,9787.04,55211.95,2624.05,
4571,F,widowed,42.68,2,legal,tertiary,9150.11,22389.75,1619.71,
4572,F,single,28.26,0,government,tertiary,6433.48,19849.9,1755.24,
4573,F,married,54.6,2,government,tertiary,5594.86,27035.11,1515.62,
4574,F,divorced,55.24,2,finance,secondary,713.69,25189.21,1235.94,
4575,F,married,38.03,1,manuf,postgrad,12817.2,16910.36,3546.39,
4576,F,married,44.91,2,education,secondary,741.82,5851.39,809.79,
4577,F,single,34.41,0,education,tertiary,1864.4,19897.34,508.89,
4578,F,married,43.78,0,medicine,postgrad,10017.21,31094.04,3988.04,
4579,F,single,33.7,0,government,postgrad,7997.8,24828.93,1680.22,
4580,F,married,57.66,0,manuf,tertiary,5121.49,19234.38,974.22,
4581,M,married,47.04,1,education,tertiary,3866.64,14195.35,923.11,
4582,M,married,51.77,2,finance,tertiary,8213.1,10623.24,1340.26,
4583,M,married,38.93,2,finance,tertiary,9234.6,17514.71,2053.93,
4584,F,married,40.65,1,government,tertiary,3078.08,20027.03,2162.18,
4585,F,married,39.95,0,manuf,tertiary,5331.41,26997.24,1528.5,
4586,F,married,32.82,2,manuf,tertiary,5033.51,12621.2,2031.35,
4587,F,married,36.3,2,manuf,secondary,3344.47,11999.39,1063.59,
4588,M,divorced,29.83,1,education,tertiary,4045.92,19929.4,1115.78,
4589,F,widowed,61.21,2,IT,tertiary,7948.42,21346.06,2815.13,
4590,F,divorced,36.42,1,finance,secondary,2904.27,15646.65,1343.94,
4591,F,married,39.95,1,legal,postgrad,13726.9,32665.99,4001.4,
4592,F,widowed,75.97,2,retired,secondary,632.55,11410.51,1061.8,
4593,M,married,42.81,0,government,tertiary,3294.34,19937.64,1037.65,
